index,Įstaigos_pavadinimas,Medikų_kiekis__VISO,Karantinuota__VISO,Medikų_kiekis_30___50_m_,Karantinuota_viso_30___50_m_,Medikų_kiekis_50__,Karantinuota_viso_50__,Medikai_reanimatologai__VISO,Karantinuota_reanimatologai__VISO,Atsarga,Apmokyti_medikai,FID,insert_timestamp
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 19:00:05.002503
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-23 19:00:05.002503
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-23 19:00:05.002503
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-23 20:00:05.761218
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 20:00:05.761218
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 20:00:05.761218
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 20:00:05.761218
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 20:00:05.761218
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 20:00:05.761218
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 20:00:05.761218
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 20:00:05.761218
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-23 20:00:05.761218
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-23 20:00:05.761218
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-23 20:00:05.761218
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-23 20:00:05.761218
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 20:00:05.761218
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 20:00:05.761218
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 20:00:05.761218
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 20:00:05.761218
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 20:00:05.761218
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 20:00:05.761218
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 20:00:05.761218
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 20:00:05.761218
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 20:00:05.761218
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 20:00:05.761218
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 20:00:05.761218
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 20:00:05.761218
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 20:00:05.761218
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 20:00:05.761218
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 20:00:05.761218
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 20:00:05.761218
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 20:00:05.761218
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 20:00:05.761218
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 20:00:05.761218
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 20:00:05.761218
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 20:00:05.761218
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 20:00:05.761218
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 20:00:05.761218
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 20:00:05.761218
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-23 20:00:05.761218
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-23 20:00:05.761218
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-23 21:00:03.631917
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 21:00:03.631917
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 21:00:03.631917
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 21:00:03.631917
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 21:00:03.631917
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 21:00:03.631917
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 21:00:03.631917
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 21:00:03.631917
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-23 21:00:03.631917
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-23 21:00:03.631917
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-23 21:00:03.631917
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-23 21:00:03.631917
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 21:00:03.631917
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 21:00:03.631917
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 21:00:03.631917
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 21:00:03.631917
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 21:00:03.631917
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 21:00:03.631917
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 21:00:03.631917
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 21:00:03.631917
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 21:00:03.631917
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 21:00:03.631917
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 21:00:03.631917
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 21:00:03.631917
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 21:00:03.631917
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 21:00:03.631917
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 21:00:03.631917
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 21:00:03.631917
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 21:00:03.631917
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 21:00:03.631917
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 21:00:03.631917
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 21:00:03.631917
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 21:00:03.631917
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 21:00:03.631917
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 21:00:03.631917
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 21:00:03.631917
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-23 21:00:03.631917
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-23 21:00:03.631917
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-23 22:00:04.539191
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 22:00:04.539191
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 22:00:04.539191
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 22:00:04.539191
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 22:00:04.539191
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 22:00:04.539191
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 22:00:04.539191
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 22:00:04.539191
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-23 22:00:04.539191
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-23 22:00:04.539191
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-23 22:00:04.539191
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-23 22:00:04.539191
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 22:00:04.539191
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 22:00:04.539191
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 22:00:04.539191
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 22:00:04.539191
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 22:00:04.539191
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 22:00:04.539191
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 22:00:04.539191
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 22:00:04.539191
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 22:00:04.539191
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 22:00:04.539191
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 22:00:04.539191
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 22:00:04.539191
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 22:00:04.539191
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 22:00:04.539191
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 22:00:04.539191
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 22:00:04.539191
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 22:00:04.539191
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 22:00:04.539191
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 22:00:04.539191
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 22:00:04.539191
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 22:00:04.539191
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 22:00:04.539191
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 22:00:04.539191
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 22:00:04.539191
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-23 22:00:04.539191
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-23 22:00:04.539191
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-23 23:00:04.332743
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 23:00:04.332743
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 23:00:04.332743
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 23:00:04.332743
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 23:00:04.332743
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 23:00:04.332743
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 23:00:04.332743
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 23:00:04.332743
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-23 23:00:04.332743
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-23 23:00:04.332743
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-23 23:00:04.332743
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-23 23:00:04.332743
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 23:00:04.332743
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 23:00:04.332743
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 23:00:04.332743
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 23:00:04.332743
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 23:00:04.332743
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 23:00:04.332743
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 23:00:04.332743
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 23:00:04.332743
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 23:00:04.332743
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 23:00:04.332743
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 23:00:04.332743
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 23:00:04.332743
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 23:00:04.332743
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 23:00:04.332743
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 23:00:04.332743
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 23:00:04.332743
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 23:00:04.332743
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 23:00:04.332743
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 23:00:04.332743
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 23:00:04.332743
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 23:00:04.332743
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 23:00:04.332743
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 23:00:04.332743
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 23:00:04.332743
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-23 23:00:04.332743
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-23 23:00:04.332743
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 00:00:04.224846
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 00:00:04.224846
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 00:00:04.224846
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 00:00:04.224846
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 00:00:04.224846
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 00:00:04.224846
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 00:00:04.224846
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 00:00:04.224846
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 00:00:04.224846
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 00:00:04.224846
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 00:00:04.224846
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 00:00:04.224846
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 00:00:04.224846
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 00:00:04.224846
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 00:00:04.224846
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 00:00:04.224846
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 00:00:04.224846
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 00:00:04.224846
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 00:00:04.224846
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 00:00:04.224846
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 00:00:04.224846
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 00:00:04.224846
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 00:00:04.224846
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 00:00:04.224846
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 00:00:04.224846
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 00:00:04.224846
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 00:00:04.224846
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 00:00:04.224846
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 00:00:04.224846
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 00:00:04.224846
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 00:00:04.224846
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 00:00:04.224846
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 00:00:04.224846
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 00:00:04.224846
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 00:00:04.224846
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 00:00:04.224846
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 00:00:04.224846
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 00:00:04.224846
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 01:00:03.464222
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 01:00:03.464222
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 01:00:03.464222
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 01:00:03.464222
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 01:00:03.464222
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 01:00:03.464222
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 01:00:03.464222
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 01:00:03.464222
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 01:00:03.464222
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 01:00:03.464222
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 01:00:03.464222
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 01:00:03.464222
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 01:00:03.464222
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 01:00:03.464222
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 01:00:03.464222
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 01:00:03.464222
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 01:00:03.464222
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 01:00:03.464222
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 01:00:03.464222
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 01:00:03.464222
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 01:00:03.464222
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 01:00:03.464222
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 01:00:03.464222
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 01:00:03.464222
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 01:00:03.464222
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 01:00:03.464222
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 01:00:03.464222
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 01:00:03.464222
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 01:00:03.464222
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 01:00:03.464222
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 01:00:03.464222
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 01:00:03.464222
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 01:00:03.464222
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 01:00:03.464222
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 01:00:03.464222
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 01:00:03.464222
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 01:00:03.464222
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 01:00:03.464222
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-24 02:00:03.304186
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-24 02:00:03.304186
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-24 02:00:03.304186
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-24 02:00:03.304186
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-24 02:00:03.304186
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-24 02:00:03.304186
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-24 02:00:03.304186
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-24 02:00:03.304186
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-24 02:00:03.304186
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-24 02:00:03.304186
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-24 02:00:03.304186
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-24 02:00:03.304186
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-24 02:00:03.304186
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-24 02:00:03.304186
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-24 02:00:03.304186
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-24 02:00:03.304186
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-24 02:00:03.304186
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-24 02:00:03.304186
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-24 02:00:03.304186
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-24 02:00:03.304186
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-24 02:00:03.304186
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-24 02:00:03.304186
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-24 02:00:03.304186
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-24 02:00:03.304186
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-24 02:00:03.304186
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-24 02:00:03.304186
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-24 02:00:03.304186
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-24 02:00:03.304186
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-24 02:00:03.304186
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-24 02:00:03.304186
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-24 02:00:03.304186
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-24 02:00:03.304186
32,UAB InMedica,,,,,,,,,,,33,2020-03-24 02:00:03.304186
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-24 02:00:03.304186
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-24 02:00:03.304186
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-24 02:00:03.304186
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-24 02:00:03.304186
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-24 02:00:03.304186
